name,url_pc,Désignation,Marque,Modèle,Système d'exploitation,Famille OS,Langue de l'OS,Système d'exploitation fourni,Marque processeur,Processeur,Type de processeur,Fréquence CPU,Nombre de core,Taille de la mémoire,Nombre de barrettes,Nombre de slots mémoire disponibles,Type de mémoire,Fréquence(s) Mémoire,Taille de mémoire Max,GPU series,Chipset graphique,Max-Q (Design GPU),NVIDIA Studio,Ecran tactile,Type de Dalle,Type d'écran,Taille de l'écran,Résolution Max,Format de l'écran,Ecran large,Dalle mate/antireflets,Dalle brillante,NVIDIA G-SYNC,VR Ready (réalité virtuelle),Taux de rafraîchissement,Luminosité,Configuration disque(s),Disque fourni,Disque secondaire,Type de Disque,Interface du disque dur,Nombre de disques,Nombre de disques max,Lecteur Optique,Lecteur de cartes,Norme(s) réseau,Norme(s) réseau sans-fil,Technologie Intel vPro,Sans-fil,Webcam,Type de H.P,Intel Evo,Norme du clavier,Localisation,Clavier rétroéclairé,Clavier RGB,Pavé numérique,Lecteur biométrique,Office fourni,Connecteur(s) disponible(s),Matériau,Couleur,Profondeur,Largeur,Epaisseur,Poids,Gamme,Ultrabook,Hybride / Convertible,DAS tronc,DAS membres,Indice réparabilité (sur 10),Autonomie,Capacité de la batterie,Nombre de cellules,Batterie amovible,Charge de la batterie par USB-C,Garantie commerciale,Garantie légale,Documentation,img_url,price,Technologie Bluetooth,Performances NPU (en milliard d'opérations par seconde),Emplacement(s) libre(s) pour disque dur,Epaisseur Avant,Epaisseur Arrière,Taille mémoire vidéo,Type mémoire vidéo,NPU (Neural Processing Unit),TGP (Total Graphics Power),Chipset,url,Gamme Macbook,Année de sortie,Capacité,Graveur DVD,Type de lecteur / graveur,Microphone intégré,Touches Multimédia,Sortie HDMI,Capacité du chargeur,Bureautique,Gamer,Graphisme,Internet,Multimédia,Professionnel
Apple MacBook Air M4 13 pouces (2025) Bleu ciel 16Go/512 Go (MC6T4FN/A-GPU10-512GB-70W),,Apple MacBook Air M4 13 pouces (2025) Bleu ciel 16Go/512 Go (MC6T4FN/A-GPU10-512GB-70W),"Apple

                      Apple",MacBook Air M4,Apple macOS Sequoia,,,Oui,,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,16                            Go,,,,,,,Apple M4 GPU 10 coeurs,,,,,,13 pouces,2560 x 1664 pixels,16/10,Oui,,,,,,,,SSD 512 Go,,,,,,,Aucun,,Wi-Fi 6E,,,Oui,Intégrés,,AZERTY,Français,,,Non,Oui,,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Aluminium,Bleu ciel,215                            mm,304.1                            mm,11.3                            mm,1.24                            kg,,,,0.59                            W/kg,0.59                            W/kg,6.7,18                            Heure(s),53.8                            Wh,,Non,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/22/20/LD0006222020_0006233267.jpg, 1 329€00,Bluetooth 5.3,,,,,,,Apple Neural Engine,,,https://www.ldlc.com/fiche/PB00675415.html,MacBook Air,2025.0,512                            Go,Non,Aucun,Oui,Oui,Non,70                            W,1,0,0,0,1,0
Apple MacBook Air M4 13 pouces (2025) Bleu ciel 16Go/512 Go (MC6U4FN/A-QWERTY-US),,Apple MacBook Air M4 13 pouces (2025) Bleu ciel 16Go/512 Go (MC6U4FN/A-QWERTY-US),"Apple

                      Apple",MacBook Air M4,Apple macOS Sequoia,,,Oui,,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,16                            Go,,,,,,,Apple M4 GPU 10 coeurs,,,,,,13 pouces,2560 x 1664 pixels,16/10,Oui,,,,,,,,SSD 512 Go,,,,,,,Aucun,,Wi-Fi 6E,,,Oui,Intégrés,,QWERTY,Americain,,,Non,Oui,,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Aluminium,Bleu,215                            mm,304.1                            mm,11.3                            mm,1.24                            kg,,,,0.59                            W/kg,0.59                            W/kg,6.7,18                            Heure(s),53.8                            Wh,,Non,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/22/20/LD0006222089_0006229452_0006231829.jpg, 1 329€00,Bluetooth 5.3,,,,,,,Apple Neural Engine,,,https://www.ldlc.com/fiche/PB00674944.html,MacBook Air,2025.0,512                            Go,Non,Aucun,Oui,Oui,Non,35                            W,1,0,0,0,1,0
Apple MacBook Air M4 13 pouces (2025) Bleu ciel 16Go/512 Go (MC6U4FN/A-QWERTZ-DE),,Apple MacBook Air M4 13 pouces (2025) Bleu ciel 16Go/512 Go (MC6U4FN/A-QWERTZ-DE),"Apple

                      Apple",MacBook Air M4,Apple macOS Sequoia,,,Oui,,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,16                            Go,,,,,,,Apple M4 GPU 10 coeurs,,,,,,13 pouces,2560 x 1664 pixels,16/10,Oui,,,,,,,,SSD 512 Go,,,,,,,Aucun,,Wi-Fi 6E,,,Oui,Intégrés,,QWERTZ,Allemand,,,Non,Oui,,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, Casque (Jack 3.5mm Femelle)",Aluminium,Bleu,215                            mm,304.1                            mm,11.3                            mm,1.24                            kg,,,,0.59                            W/kg,0.59                            W/kg,6.7,18                            Heure(s),53.8                            Wh,,Non,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/22/20/LD0006222089_0006229452.jpg, 1 329€00,Bluetooth 5.3,,,,,,,Apple Neural Engine,,,https://www.ldlc.com/fiche/PB00674032.html,MacBook Air,2025.0,512                            Go,Non,Aucun,Oui,Oui,Non,35                            W,1,0,0,0,1,0
Apple MacBook Air M4 13 pouces (2025) Bleu ciel 24Go/1To (MC6V4FN/A-1TB),,Apple MacBook Air M4 13 pouces (2025) Bleu ciel 24Go/1To (MC6V4FN/A-1TB),"Apple

                      Apple",MacBook Air M4,Apple macOS Sequoia,,,Oui,,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,24                            Go,,,,,,,Apple M4 GPU 10 coeurs,,,,,,13 pouces,2560 x 1664 pixels,16/10,Oui,,,,,,,,SSD 1 To,,,,,,,Aucun,,Wi-Fi 6E,,,Oui,Intégrés,,AZERTY,Français,,,Non,Oui,,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Aluminium,Bleu,215                            mm,304.1                            mm,11.3                            mm,1.24                            kg,,,,0.59                            W/kg,0.59                            W/kg,6.7,18                            Heure(s),53.8                            Wh,,Non,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/22/20/LD0006222089_0006222114_0006223159.jpg, 1 329€00,Bluetooth 5.3,,,,,,,Apple Neural Engine,,,https://www.ldlc.com/fiche/PB00671693.html,MacBook Air,2025.0,1                            To,Non,Aucun,Oui,Oui,Non,35                            W,1,0,0,0,1,0
Apple MacBook Air M4 13 pouces (2025) Bleu ciel 24Go/2 To (MC6V4FN/A-2TB-70W),,Apple MacBook Air M4 13 pouces (2025) Bleu ciel 24Go/2 To (MC6V4FN/A-2TB-70W),"Apple

                      Apple",MacBook Air M4,Apple macOS Sequoia,,,Oui,,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,24                            Go,,,,,,,Apple M4 GPU 10 coeurs,,,,,,13 pouces,2560 x 1664 pixels,16/10,Oui,,,,,,,,SSD 2 To,,,,,,,Aucun,,Wi-Fi 6E,,,Oui,Intégrés,,AZERTY,Français,,,Non,Oui,,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, Casque (Jack 3.5mm Femelle)",Aluminium,Bleu,215                            mm,304.1                            mm,11.3                            mm,1.24                            kg,,,,0.59                            W/kg,0.59                            W/kg,6.7,18                            Heure(s),53.8                            Wh,,Non,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/22/20/LD0006222089_0006222114_0006238812.jpg, 1 329€00,Bluetooth 5.3,,,,,,,Apple Neural Engine,,,https://www.ldlc.com/fiche/PB00677897.html,MacBook Air,2025.0,2                            To,Non,Aucun,Oui,Oui,Non,70                            W,1,0,0,0,1,0
Apple MacBook Air M4 13 pouces (2025) Bleu ciel 24Go/512 Go (MC6U4FN/A-24GB),,Apple MacBook Air M4 13 pouces (2025) Bleu ciel 24Go/512 Go (MC6U4FN/A-24GB),"Apple

                      Apple",MacBook Air M4,Apple macOS Sequoia,,,Oui,,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,24                            Go,,,,,,,Apple M4 GPU 10 coeurs,,,,,,13 pouces,2560 x 1664 pixels,16/10,Oui,,,,,,,,SSD 512 Go,,,,,,,Aucun,,Wi-Fi 6E,,,Oui,Intégrés,,AZERTY,Français,,,Non,Oui,,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, Casque (Jack 3.5mm Femelle)",Aluminium,Bleu,215                            mm,304.1                            mm,11.3                            mm,1.24                            kg,,,,0.59                            W/kg,0.59                            W/kg,6.7,18                            Heure(s),53.8                            Wh,,Non,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/22/20/LD0006222089_0006261042.jpg, 1 329€00,Bluetooth 5.3,,,,,,,Apple Neural Engine,,,https://www.ldlc.com/fiche/PB00696152.html,MacBook Air,2025.0,512                            Go,Non,Aucun,Oui,Oui,Non,35                            W,1,0,0,0,1,0
Apple MacBook Air M4 13 pouces (2025) Bleu ciel 32 Go/1 To (MC6V4FN/A-32GB-1TB-70W),,Apple MacBook Air M4 13 pouces (2025) Bleu ciel 32 Go/1 To (MC6V4FN/A-32GB-1TB-70W),"Apple

                      Apple",MacBook Air M4,Apple macOS Sequoia,,,Oui,,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,32                            Go,,,,,,,Apple M4 GPU 10 coeurs,,,,,,13 pouces,2560 x 1664 pixels,16/10,Oui,,,,,,,,SSD 1 To,,,,,,,Aucun,,Wi-Fi 6E,,,Oui,Intégrés,,AZERTY,Français,,,Non,Oui,,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Aluminium,Bleu,215                            mm,304.1                            mm,11.3                            mm,1.24                            kg,,,,0.59                            W/kg,0.59                            W/kg,6.7,18                            Heure(s),53.8                            Wh,,Non,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/22/20/LD0006222089_0006222114_0006238812_0006253454.jpg, 1 329€00,Bluetooth 5.3,,,,,,,Apple Neural Engine,,,https://www.ldlc.com/fiche/PB00690403.html,MacBook Air,2025.0,1                            To,Non,Aucun,Oui,Oui,Non,70                            W,1,0,0,0,1,0
Apple MacBook Air M4 13 pouces (2025) Lumière stellaire 16Go/1To (MW103FN/A-1TB),,Apple MacBook Air M4 13 pouces (2025) Lumière stellaire 16Go/1To (MW103FN/A-1TB),"Apple

                      Apple",MacBook Air M4,Apple macOS Sequoia,,,Oui,,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,16                            Go,,,,,,,Apple M4 GPU 10 coeurs,,,,,,13 pouces,2560 x 1664 pixels,16/10,Oui,,,,,,,,SSD 1 To,,,,,,,Aucun,,Wi-Fi 6E,,,Oui,Intégrés,,AZERTY,Français,,,Non,Oui,,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Aluminium,Or,215                            mm,304.1                            mm,11.3                            mm,1.24                            kg,,,,0.59                            W/kg,0.59                            W/kg,6.7,18                            Heure(s),53.8                            Wh,,Non,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/22/20/LD0006222079_0006223129.jpg, 1 329€00,Bluetooth 5.3,,,,,,,Apple Neural Engine,,,https://www.ldlc.com/fiche/PB00671687.html,MacBook Air,2025.0,1                            To,Non,Aucun,Oui,Oui,Non,35                            W,1,0,0,0,1,0
Apple MacBook Air M4 13 pouces (2025) Lumière stellaire 16Go/512 Go (MW103FN/A-QWERTY-US),,Apple MacBook Air M4 13 pouces (2025) Lumière stellaire 16Go/512 Go (MW103FN/A-QWERTY-US),"Apple

                      Apple",MacBook Air M4,Apple macOS Sequoia,,,Oui,,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,16                            Go,,,,,,,Apple M4 GPU 10 coeurs,,,,,,13 pouces,2560 x 1664 pixels,16/10,Oui,,,,,,,,SSD 512 Go,,,,,,,Aucun,,Wi-Fi 6E,,,Oui,Intégrés,,QWERTY,Americain,,,Non,Oui,,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Aluminium,Or,215                            mm,304.1                            mm,11.3                            mm,1.24                            kg,,,,0.59                            W/kg,0.59                            W/kg,6.7,18                            Heure(s),53.8                            Wh,,Non,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/22/20/LD0006222079_0006248578.jpg, 1 329€00,Bluetooth 5.3,,,,,,,Apple Neural Engine,,,https://www.ldlc.com/fiche/PB00686481.html,MacBook Air,2025.0,512                            Go,Non,Aucun,Oui,Oui,Non,35                            W,1,0,0,0,1,0
Apple MacBook Air M4 13 pouces (2025) Lumière stellaire 24Go/1To (MC6A4FN/A-1TB),,Apple MacBook Air M4 13 pouces (2025) Lumière stellaire 24Go/1To (MC6A4FN/A-1TB),"Apple

                      Apple",MacBook Air M4,Apple macOS Sequoia,,,Oui,,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,24                            Go,,,,,,,Apple M4 GPU 10 coeurs,,,,,,13 pouces,2560 x 1664 pixels,16/10,Oui,,,,,,,,SSD 1 To,,,,,,,Aucun,,Wi-Fi 6E,,,Oui,Intégrés,,AZERTY,Français,,,Non,Oui,,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Aluminium,Or,215                            mm,304.1                            mm,11.3                            mm,1.24                            kg,,,,0.59                            W/kg,0.59                            W/kg,6.7,18                            Heure(s),53.8                            Wh,,Non,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/22/20/LD0006222079_0006222099_0006223149.jpg, 1 329€00,Bluetooth 5.3,,,,,,,Apple Neural Engine,,,https://www.ldlc.com/fiche/PB00671691.html,MacBook Air,2025.0,1                            To,Non,Aucun,Oui,Oui,Non,35                            W,1,0,0,0,1,0
Apple MacBook Air M4 13 pouces (2025) Lumière stellaire 24Go/1To (MC6A4FN/A-1TB-70W),,Apple MacBook Air M4 13 pouces (2025) Lumière stellaire 24Go/1To (MC6A4FN/A-1TB-70W),"Apple

                      Apple",MacBook Air M4,Apple macOS Sequoia,,,Oui,,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,24                            Go,,,,,,,Apple M4 GPU 10 coeurs,,,,,,13 pouces,2560 x 1664 pixels,16/10,Oui,,,,,,,,SSD 1 To,,,,,,,Aucun,,Wi-Fi 6E,,,Oui,Intégrés,,AZERTY,Français,,,Non,Oui,,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, Casque (Jack 3.5mm Femelle)",Aluminium,Or,215                            mm,304.1                            mm,11.3                            mm,1.24                            kg,,,,0.59                            W/kg,0.59                            W/kg,6.7,18                            Heure(s),53.8                            Wh,,Non,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/22/20/LD0006222079_0006222099_0006223149_0006259268.jpg, 1 329€00,Bluetooth 5.3,,,,,,,Apple Neural Engine,,,https://www.ldlc.com/fiche/PB00692512.html,MacBook Air,2025.0,1                            To,Non,Aucun,Oui,Oui,Non,70                            W,1,0,0,0,1,0
Apple MacBook Air M4 13 pouces (2025) Lumière stellaire 32Go/1To (MC6A4FN/A-32GB-1TB-35W),,Apple MacBook Air M4 13 pouces (2025) Lumière stellaire 32Go/1To (MC6A4FN/A-32GB-1TB-35W),"Apple

                      Apple",MacBook Air M4,Apple macOS Sequoia,,,Oui,,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,32                            Go,,,,,,,Apple M4 GPU 10 coeurs,,,,,,13 pouces,2560 x 1664 pixels,16/10,Oui,,,,,,,,SSD 1 To,,,,,,,Aucun,,Wi-Fi 6E,,,Oui,Intégrés,,AZERTY,Français,,,Non,Oui,,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Aluminium,Or,215                            mm,304.1                            mm,11.3                            mm,1.24                            kg,,,,0.59                            W/kg,0.59                            W/kg,6.7,18                            Heure(s),53.8                            Wh,,Non,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/22/20/LD0006222079_0006222099_0006223149_0006227008.jpg, 1 329€00,Bluetooth 5.3,,,,,,,Apple Neural Engine,,,https://www.ldlc.com/fiche/PB00672733.html,MacBook Air,2025.0,1                            To,Non,Aucun,Oui,Oui,Non,35                            W,1,0,0,0,1,0
Apple MacBook Air M4 13 pouces (2025) Minuit 16Go/1To (MW133FN/A-1TB),,Apple MacBook Air M4 13 pouces (2025) Minuit 16Go/1To (MW133FN/A-1TB),"Apple

                      Apple",MacBook Air M4,Apple macOS Sequoia,,,Oui,,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,16                            Go,,,,,,,Apple M4 GPU 10 coeurs,,,,,,13 pouces,2560 x 1664 pixels,16/10,Oui,,,,,,,,SSD 1 To,,,,,,,Aucun,,Wi-Fi 6E,,,Oui,Intégrés,,AZERTY,Français,,,Non,Oui,,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Aluminium,Noir,215                            mm,304.1                            mm,11.3                            mm,1.24                            kg,,,,0.59                            W/kg,0.59                            W/kg,6.7,18                            Heure(s),53.8                            Wh,,Non,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/22/20/LD0006222084_0006223134.jpg, 1 329€00,Bluetooth 5.3,,,,,,,Apple Neural Engine,,,https://www.ldlc.com/fiche/PB00671688.html,MacBook Air,2025.0,1                            To,Non,Aucun,Oui,Oui,Non,35                            W,1,0,0,0,1,0
Apple MacBook Air M4 13 pouces (2025) Minuit 16Go/1To (MW133FN/A-1TB-70W),,Apple MacBook Air M4 13 pouces (2025) Minuit 16Go/1To (MW133FN/A-1TB-70W),"Apple

                      Apple",MacBook Air M4,Apple macOS Sequoia,,,Oui,,Apple M4 (10-Core/GPU10-Core),Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,16                            Go,,,,,,,Apple M4 GPU 10 coeurs,,,,,,13 pouces,2560 x 1664 pixels,16/10,Oui,,,,,,,,SSD 1 To,,,,,,,Aucun,,Wi-Fi 6E,,,Oui,Intégrés,,AZERTY,Français,,,Non,Oui,,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Aluminium,Noir,215                            mm,304.1                            mm,11.3                            mm,1.24                            kg,,,,0.59                            W/kg,0.59                            W/kg,6.7,18                            Heure(s),53.8                            Wh,,Non,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,https://media.ldlc.com/r1600/ld/products/00/06/22/20/LD0006222084_0006223134_0006227016_0006232812.jpg, 1 329€00,Bluetooth 5.3,,,,,,,Apple Neural Engine,,,https://www.ldlc.com/fiche/PB00675316.html,MacBook Air,2025.0,1                            To,Non,Aucun,Oui,Oui,Non,70                            W,1,0,0,0,1,0
