,index,Autonomie,Batterie amovible,Capacité de la batterie,Charge de la batterie par USB-C,Chipset,Chipset graphique,Clavier RGB,Clavier rétroéclairé,Configuration disque(s),Connecteur(s) disponible(s),Couleur,DAS membres,DAS tronc,Dalle brillante,Dalle mate/antireflets,Disque fourni,Disque secondaire,Documentation,Désignation,Ecran large,Ecran tactile,Emplacement(s) libre(s) pour disque dur,Epaisseur,Epaisseur Arrière,Epaisseur Avant,Famille OS,Format de l'écran,Fréquence CPU,Fréquence(s) Mémoire,GPU series,Gamme,Garantie commerciale,Garantie légale,Hybride / Convertible,Indice réparabilité (sur 10),Intel Evo,Interface du disque dur,Langue de l'OS,Largeur,Lecteur Optique,Lecteur biométrique,Lecteur de cartes,Localisation,Luminosité,Marque,Marque processeur,Matériau,Max-Q (Design GPU),Modèle,NPU (Neural Processing Unit),NVIDIA G-SYNC,NVIDIA Studio,Nombre de barrettes,Nombre de cellules,Nombre de core,Nombre de disques,Nombre de disques max,Nombre de slots mémoire disponibles,Norme du clavier,Norme(s) réseau,Norme(s) réseau sans-fil,Office fourni,Pavé numérique,Performances NPU (en milliard d'opérations par seconde),Plateforme (Proc.),Poids,Processeur,Profondeur,Résolution Max,Sans-fil,Système d'exploitation,Système d'exploitation fourni,TGP (Total Graphics Power),Taille de l'écran,Taille de la mémoire,Taille de mémoire Max,Taille mémoire vidéo,Taux de rafraîchissement,Technologie Bluetooth,Technologie Intel vPro,Type d'écran,Type de Dalle,Type de Disque,Type de H.P,Type de mémoire,Type de processeur,Type mémoire vidéo,Ultrabook,VR Ready (réalité virtuelle),Webcam,img_url,price,url,name,Gamme Macbook,Année de sortie,Capacité,Graveur DVD,Type de lecteur / graveur,Microphone intégré,Touches Multimédia,Sortie HDMI,Capacité du chargeur,Bureautique,Gamer,Graphisme,Internet,Multimédia,Professionnel,reference CPU,CPU_benchmark_single_core,CPU_benchmark_multi_core,reference GPU,geekbench,3d_mark,price_float,CPU_multi_core_score_by_euro,GPU_CPU_score_by_euro
575,575,18                            Heure(s),Non,66.5                            Wh,,,Apple M4 GPU 10 coeurs,,,,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Noir,0.42                            W/kg,0.42                            W/kg,,,SSD 256 Go,,,Apple MacBook Air M4 15 pouces (2025) Minuit 16Go/256 Go (MW1L3FN/A),Oui,,,11.5                            mm,,,,16/10,,,,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,6.8,,,,340.4                            mm,,Oui,Aucun,Français,,"Apple

                      Apple",,Aluminium,,MacBook Air M4,Apple Neural Engine,,,,,,,,,AZERTY,,Wi-Fi 6E,,Non,,,1.51                            kg,Apple M4 (10-Core/GPU10-Core),237.6                            mm,2880 x 1864 pixels,,Apple macOS Sequoia,Oui,,15/16 pouces,16                            Go,,,,Bluetooth 5.3,,,,,Intégrés,,Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,,Oui,https://media.ldlc.com/r1600/ld/products/00/06/22/22/LD0006222217.jpg,1499€00,https://www.ldlc.com/fiche/PB00671605.html,Apple MacBook Air M4 15 pouces (2025) Minuit 16Go/256 Go (MW1L3FN/A),MacBook Air,2025.0,256                            Go,Non,Aucun,Oui,Oui,Non,35                            W,1,0,0,0,1,0,M4 (10-Core),2159,13471,M4 GPU (10-core),37678.0,1,1499.0,8.986657771847899,12.568045363575717
576,576,18                            Heure(s),Non,66.5                            Wh,,,Apple M4 GPU 10 coeurs,,,,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Noir,0.42                            W/kg,0.42                            W/kg,,,SSD 512 Go,,,Apple MacBook Air M4 15 pouces (2025) Minuit 16Go/512 Go (MW1M3FN/A),Oui,,,11.5                            mm,,,,16/10,,,,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,6.8,,,,340.4                            mm,,Oui,Aucun,Français,,"Apple

                      Apple",,Aluminium,,MacBook Air M4,Apple Neural Engine,,,,,,,,,AZERTY,,Wi-Fi 6E,,Non,,,1.51                            kg,Apple M4 (10-Core/GPU10-Core),237.6                            mm,2880 x 1864 pixels,,Apple macOS Sequoia,Oui,,15/16 pouces,16                            Go,,,,Bluetooth 5.3,,,,,Intégrés,,Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,,Oui,https://media.ldlc.com/r1600/ld/products/00/06/22/22/LD0006222217_0006222242.jpg,1749€00,https://www.ldlc.com/fiche/PB00671609.html,Apple MacBook Air M4 15 pouces (2025) Minuit 16Go/512 Go (MW1M3FN/A),MacBook Air,2025.0,512                            Go,Non,Aucun,Oui,Oui,Non,35                            W,1,0,0,0,1,0,M4 (10-Core),2159,13471,M4 GPU (10-core),37678.0,1,1749.0,7.702115494568325,10.7715837621498
577,577,18                            Heure(s),Non,66.5                            Wh,,,Apple M4 GPU 10 coeurs,,,,"Casque (Jack 3.5mm Femelle), 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C",Noir,0.42                            W/kg,0.42                            W/kg,,,SSD 2 To,,,Apple MacBook Air M4 15 pouces (2025) Minuit 24 Go/2 To (MC6L4FN/A-2TB-70W),Oui,,,11.5                            mm,,,,16/10,,,,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,6.8,,,,340.4                            mm,,Oui,Aucun,Français,,"Apple

                      Apple",,Aluminium,,MacBook Air M4,Apple Neural Engine,,,,,,,,,AZERTY,,Wi-Fi 6E,,Non,,,1.51                            kg,Apple M4 (10-Core/GPU10-Core),237.6                            mm,2880 x 1864 pixels,,Apple macOS Sequoia,Oui,,15/16 pouces,24                            Go,,,,Bluetooth 5.3,,,,,Intégrés,,Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,,Oui,https://media.ldlc.com/r1600/ld/products/00/06/22/22/LD0006222217_0006222242_0006222267_0006224441_0006229944.jpg,2749€00,https://www.ldlc.com/fiche/PB00674308.html,Apple MacBook Air M4 15 pouces (2025) Minuit 24 Go/2 To (MC6L4FN/A-2TB-70W),MacBook Air,2025.0,2                            To,Non,Aucun,Oui,Oui,Non,70                            W,1,0,0,0,1,0,M4 (10-Core),2159,13471,M4 GPU (10-core),37678.0,1,2749.0,4.900327391778829,6.853219352491816
578,578,18                            Heure(s),Non,66.5                            Wh,,,Apple M4 GPU 10 coeurs,,,,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, Casque (Jack 3.5mm Femelle)",Noir,0.42                            W/kg,0.42                            W/kg,,,SSD 512 Go,,,Apple MacBook Air M4 15 pouces (2025) Minuit 24Go/512 Go (MC6L4FN/A),Oui,,,11.5                            mm,,,,16/10,,,,,"1 an constructeur
    
 
        5 ans vendeur
    





Garantie limitée Apple 
La Garantie limitée d’un an d’Apple est une garantie commerciale du fabricant offerte par Apple. Elle confère des droits différents de ceux dont vous pouvez disposer en vertu de la loi, y compris, mais sans s'y limiter, ceux relatifs aux produits non conformes ou aux produits présentant des vices cachés. Par conséquent, la Garantie limitée d’un an Apple s’ajoute aux droits conférés par la loi, au lieu de les remplacer.",Voir les modalités,,6.8,,,,340.4                            mm,,Oui,Aucun,Français,,"Apple

                      Apple",,Aluminium,,MacBook Air M4,Apple Neural Engine,,,,,,,,,AZERTY,,Wi-Fi 6E,,Non,,,1.51                            kg,Apple M4 (10-Core/GPU10-Core),237.6                            mm,2880 x 1864 pixels,,Apple macOS Sequoia,Oui,,15/16 pouces,24                            Go,,,,Bluetooth 5.3,,,,,Intégrés,,Puce Apple M4 (CPU 10 coeurs avec 4 coeurs de performance et 6 coeurs à haute efficacité énergétique / GPU 10 coeurs),,,,Oui,https://media.ldlc.com/r1600/ld/products/00/06/22/22/LD0006222217_0006222242_0006222267.jpg,1999€00,https://www.ldlc.com/fiche/PB00671613.html,Apple MacBook Air M4 15 pouces (2025) Minuit 24Go/512 Go (MC6L4FN/A),MacBook Air,2025.0,512                            Go,Non,Aucun,Oui,Oui,Non,35                            W,1,0,0,0,1,0,M4 (10-Core),2159,13471,M4 GPU (10-core),37678.0,1,1999.0,6.738869434717358,9.424462231115555
579,579,24                            Heure(s),Non,72.4                            Wh,,,Apple M4 GPU 10 coeurs,,,,"3 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, SDXC",Noir,0.62                            W/kg,0.62                            W/kg,,,SSD 1 To,,,"Apple MacBook Pro M4 14"" Noir sidéral 16 Go/1 To (MW2V3FN/A)",Oui,,,15.5                            mm,,,,16/10,,,,,5 ans vendeur,Voir les modalités,,6.6,,,,312.6                            mm,,Oui,SDXC,Français,,"Apple

                      Apple",,Aluminium,,MacBook Pro M4,,,,,,,,,,AZERTY,,Wi-Fi 6E,,Non,,,1.55                            kg,Apple M4 (10-Core/GPU10-Core),221.2                            mm,3024 x 1964 pixels,,Apple macOS Sequoia,Oui,,14 pouces,16                            Go,,,,Bluetooth 5.3,,,,,Intégrés,,Puce Apple M4 (CPU 10 coeurs / GPU 10 coeurs / Neural Engine 16 coeurs),,,,Oui,https://media.ldlc.com/r1600/ld/products/00/06/18/44/LD0006184484_0006184530_0006184556.jpg,2149€00,https://www.ldlc.com/fiche/PB00651925.html,"Apple MacBook Pro M4 14"" Noir sidéral 16 Go/1 To (MW2V3FN/A)",MacBook Pro,2024.0,1                            To,Non,Aucun,Oui,Oui,Oui,70                            W,1,0,1,0,1,0,M4 (10-Core),2159,13471,M4 GPU (10-core),37678.0,1,2149.0,6.268496975337366,8.766635644485808
580,580,24                            Heure(s),Non,72.4                            Wh,,,Apple M4 GPU 10 coeurs,,,,"3 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, SDXC",Noir,0.62                            W/kg,0.62                            W/kg,,,SSD 512 Go,,,"Apple MacBook Pro M4 14"" Noir sidéral 16 Go/512 Go (MW2U3FN/A)",Oui,,,15.5                            mm,,,,16/10,,,,,5 ans vendeur,Voir les modalités,,6.6,,,,312.6                            mm,,Oui,SDXC,Français,,"Apple

                      Apple",,Aluminium,,MacBook Pro M4,,,,,,,,,,AZERTY,,Wi-Fi 6E,,Non,,,1.55                            kg,Apple M4 (10-Core/GPU10-Core),221.2                            mm,3024 x 1964 pixels,,Apple macOS Sequoia,Oui,,14 pouces,16                            Go,,,,Bluetooth 5.3,,,,,Intégrés,,Puce Apple M4 (CPU 10 coeurs / GPU 10 coeurs / Neural Engine 16 coeurs),,,,Oui,https://media.ldlc.com/r1600/ld/products/00/06/18/44/LD0006184484_0006184530.jpg,1899€00,https://www.ldlc.com/fiche/PB00651921.html,"Apple MacBook Pro M4 14"" Noir sidéral 16 Go/512 Go (MW2U3FN/A)",MacBook Pro,2024.0,512                            Go,Non,Aucun,Oui,Oui,Oui,70                            W,1,0,1,0,1,0,M4 (10-Core),2159,13471,M4 GPU (10-core),37678.0,1,1899.0,7.093733543970511,9.920747761979989
581,581,18                            Heure(s),Non,72.4                            Wh,,,Apple M4 Max GPU 32 coeurs,,,,"1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, SDXC, 3 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 5/USB-C",Argent,0.72                            W/kg,0.72                            W/kg,,,SSD 1 To,,,"Apple MacBook Pro M4 Max 14"" Argent 36 Go/1 To (MX2G3FN/A)",Oui,,,15.5                            mm,,,,16/10,,,,,5 ans vendeur,Voir les modalités,,7.7,,,,312.6                            mm,,Oui,SDXC,Français,,"Apple

                      Apple",,Aluminium,,MacBook Pro M4,,,,,,,,,,AZERTY,,Wi-Fi 6E,,Non,,,1.62                            kg,Apple M4 Max (14-Core/GPU32-Core),221.2                            mm,3024 x 1964 pixels,,Apple macOS Sequoia,Oui,,14 pouces,36                            Go,,,,Bluetooth 5.3,,,,,Intégrés,,Puce Apple M4 Max (CPU 14 coeurs / GPU 32 coeurs / Neural Engine 16 coeurs),,,,Oui,https://media.ldlc.com/r1600/ld/products/00/06/18/46/LD0006184658_0006184686_0006184708.jpg,3899€00,https://www.ldlc.com/fiche/PB00651934.html,"Apple MacBook Pro M4 Max 14"" Argent 36 Go/1 To (MX2G3FN/A)",MacBook Pro,2024.0,1                            To,Non,Aucun,Oui,Oui,Oui,96                            W,1,0,1,0,1,0,M4 Max (14-Core),2190,22836,M4 Max GPU (32-core),100725.0,1,3899.0,5.856886381123365,12.916901769684534
582,582,18                            Heure(s),Non,72.4                            Wh,,,Apple M4 Max GPU 32 coeurs,,,,"1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, SDXC, 3 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 5/USB-C",Noir,0.72                            W/kg,0.72                            W/kg,,,SSD 1 To,,,"Apple MacBook Pro M4 Max 14"" Noir sidéral 36 Go/1 To (MX2K3FN/A)",Oui,,,15.5                            mm,,,,16/10,,,,,5 ans vendeur,Voir les modalités,,7.7,,,,312.6                            mm,,Oui,SDXC,Français,,"Apple

                      Apple",,Aluminium,,MacBook Pro M4,,,,,,,,,,AZERTY,,Wi-Fi 6E,,Non,,,1.62                            kg,Apple M4 Max (14-Core/GPU32-Core),221.2                            mm,3024 x 1964 pixels,,Apple macOS Sequoia,Oui,,14 pouces,36                            Go,,,,Bluetooth 5.3,,,,,Intégrés,,Puce Apple M4 Max (CPU 14 coeurs / GPU 32 coeurs / Neural Engine 16 coeurs),,,,Oui,https://media.ldlc.com/r1600/ld/products/00/06/18/47/LD0006184728.jpg,3899€00,https://www.ldlc.com/fiche/PB00651935.html,"Apple MacBook Pro M4 Max 14"" Noir sidéral 36 Go/1 To (MX2K3FN/A)",MacBook Pro,2024.0,1                            To,Non,Aucun,Oui,Oui,Oui,96                            W,1,0,1,0,1,0,M4 Max (14-Core),2190,22836,M4 Max GPU (32-core),100725.0,1,3899.0,5.856886381123365,12.916901769684534
583,583,21                            Heure(s),Non,100                            Wh,,,Apple M4 Max GPU 32 coeurs,,,,"1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, SDXC, 3 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 5/USB-C",Noir,0.42                            W/kg,0.42                            W/kg,,,SSD 1 To,,,"Apple MacBook Pro M4 Max 16"" Noir sidéral 36 Go/1 To (MX303FN/A)",Oui,,,16.8                            mm,,,,16/10,,,,,5 ans vendeur,Voir les modalités,,7.1,,,,355.7                            mm,,Oui,SDXC,Français,,"Apple

                      Apple",,Aluminium,,MacBook Pro M4,,,,,,,,,,AZERTY,,Wi-Fi 6E,,Non,,,2.15                            kg,Apple M4 Max (14-Core/GPU32-Core),248.1                            mm,3456 x 2234 pixels,,Apple macOS Sequoia,Oui,,15/16 pouces,36                            Go,,,,Bluetooth 5.3,,,,,Intégrés,,Puce Apple M4 Max (CPU 14 coeurs / GPU 32 coeurs / Neural Engine 16 coeurs),,,,Oui,https://media.ldlc.com/r1600/ld/products/00/06/18/47/LD0006184777.jpg,4199€00,https://www.ldlc.com/fiche/PB00651943.html,"Apple MacBook Pro M4 Max 16"" Noir sidéral 36 Go/1 To (MX303FN/A)",MacBook Pro,2024.0,1                            To,Non,Aucun,Oui,Oui,Oui,140                            W,1,0,1,0,1,0,M4 Max (14-Core),2190,22836,M4 Max GPU (32-core),100725.0,1,4199.0,5.438437723267445,11.99404620147654
584,584,21                            Heure(s),Non,100                            Wh,,,Apple M4 Max GPU 40 coeurs,,,,"1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, SDXC, 3 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 5/USB-C",Noir,0.42                            W/kg,0.42                            W/kg,,,SSD 1 To,,,"Apple MacBook Pro M4 Max 16"" Noir sidéral 48 Go/1 To (MX313FN/A)",Oui,,,16.8                            mm,,,,16/10,,,,,5 ans vendeur,Voir les modalités,,7.6,,,,355.7                            mm,,Oui,SDXC,Français,,"Apple

                      Apple",,Aluminium,,MacBook Pro M4,,,,,,,,,,AZERTY,,Wi-Fi 6E,,Non,,,2.15                            kg,Apple M4 Max (16-Core/GPU40-Core),248.1                            mm,3456 x 2234 pixels,,Apple macOS Sequoia,Oui,,15/16 pouces,48                            Go,,,,Bluetooth 5.3,,,,,Intégrés,,Puce Apple M4 Max (CPU 16 coeurs / GPU 40 coeurs / Neural Engine 16 coeurs),,,,Oui,https://media.ldlc.com/r1600/ld/products/00/06/18/47/LD0006184790.jpg,4799€00,https://www.ldlc.com/fiche/PB00651946.html,"Apple MacBook Pro M4 Max 16"" Noir sidéral 48 Go/1 To (MX313FN/A)",MacBook Pro,2024.0,1                            To,Non,Aucun,Oui,Oui,Oui,140                            W,1,0,1,0,1,0,M4 Max (16-Core),2281,27399,M4 Max GPU (40-core),116754.0,1,4799.0,5.70931444050844,12.164513440300064
585,585,22                            Heure(s),Non,72.4                            Wh,,,Apple M4 Pro GPU 20 coeurs,,,,"1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, SDXC, 3 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 5/USB-C",Argent,0.72                            W/kg,0.72                            W/kg,,,SSD 1 To,,,"Apple MacBook Pro M4 Pro 14"" Argent 24 Go/1 To (MX2F3FN/A)",Oui,,,15.5                            mm,,,,16/10,,,,,5 ans vendeur,Voir les modalités,,7.0,,,,312.6                            mm,,Oui,SDXC,Français,,"Apple

                      Apple",,Aluminium,,MacBook Pro M4,,,,,,,,,,AZERTY,,Wi-Fi 6E,,Non,,,1.6                            kg,Apple M4 Pro (14-Core/GPU20-Core),221.2                            mm,3024 x 1964 pixels,,Apple macOS Sequoia,Oui,,14 pouces,24                            Go,,,,Bluetooth 5.3,,,,,Intégrés,,Puce Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs / Neural Engine 16 coeurs),,,,Oui,https://media.ldlc.com/r1600/ld/products/00/06/18/46/LD0006184658_0006184686.jpg,2899€00,https://www.ldlc.com/fiche/PB00651932.html,"Apple MacBook Pro M4 Pro 14"" Argent 24 Go/1 To (MX2F3FN/A)",MacBook Pro,2024.0,1                            To,Non,Aucun,Oui,Oui,Oui,96                            W,1,0,1,0,1,0,M4 Pro (14-Core),2269,23435,M4 Pro GPU (20-core),70029.0,1,2899.0,8.083822007588823,12.078302863056226
586,586,22                            Heure(s),Non,72.4                            Wh,,,Apple M4 Pro GPU 20 coeurs,,,,"1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, SDXC, 3 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 5/USB-C",Noir,0.72                            W/kg,0.72                            W/kg,,,SSD 1 To,,,"Apple MacBook Pro M4 Pro 14"" Noir sidéral 24 Go/1 To (MX2J3FN/A)",Oui,,,15.5                            mm,,,,16/10,,,,,5 ans vendeur,Voir les modalités,,7.0,,,,312.6                            mm,,Oui,SDXC,Français,,"Apple

                      Apple",,Aluminium,,MacBook Pro M4,,,,,,,,,,AZERTY,,Wi-Fi 6E,,Non,,,1.6                            kg,Apple M4 Pro (14-Core/GPU20-Core),221.2                            mm,3024 x 1964 pixels,,Apple macOS Sequoia,Oui,,14 pouces,24                            Go,,,,Bluetooth 5.3,,,,,Intégrés,,Puce Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs / Neural Engine 16 coeurs),,,,Oui,https://media.ldlc.com/r1600/ld/products/00/06/18/46/LD0006184699.jpg,2899€00,https://www.ldlc.com/fiche/PB00651933.html,"Apple MacBook Pro M4 Pro 14"" Noir sidéral 24 Go/1 To (MX2J3FN/A)",MacBook Pro,2024.0,1                            To,Non,Aucun,Oui,Oui,Oui,96                            W,1,0,1,0,1,0,M4 Pro (14-Core),2269,23435,M4 Pro GPU (20-core),70029.0,1,2899.0,8.083822007588823,12.078302863056226
587,587,22                            Heure(s),Non,72.4                            Wh,,,Apple M4 Pro GPU 20 coeurs,,,,"1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, SDXC, 3 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 5/USB-C",Noir,0.72                            W/kg,0.72                            W/kg,,,SSD 1 To,,,"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/1 To (MX2J3FN/A-48GB-QWERTY-ES)",Oui,,,15.5                            mm,,,,16/10,,,,,5 ans vendeur,Voir les modalités,,7.0,,,,312.6                            mm,,Oui,SDXC,Espagnol,,"Apple

                      Apple",,Aluminium,,MacBook Pro M4,,,,,,,,,,QWERTY,,Wi-Fi 6E,,Non,,,1.6                            kg,Apple M4 Pro (14-Core/GPU20-Core),221.2                            mm,3024 x 1964 pixels,,Apple macOS Sequoia,Oui,,14 pouces,48                            Go,,,,Bluetooth 5.3,,,,,Intégrés,,Puce Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs / Neural Engine 16 coeurs),,,,Oui,https://media.ldlc.com/r1600/ld/products/00/06/18/46/LD0006184699_0006187453_0006237617.jpg,3399€00,https://www.ldlc.com/fiche/PB00677446.html,"Apple MacBook Pro M4 Pro 14"" Noir sidéral 48 Go/1 To (MX2J3FN/A-48GB-QWERTY-ES)",MacBook Pro,2024.0,1                            To,Non,Aucun,Oui,Oui,Oui,96                            W,1,0,1,0,1,0,M4 Pro (14-Core),2269,23435,M4 Pro GPU (20-core),70029.0,1,3399.0,6.894674904383642,10.301559282141806
588,588,24                            Heure(s),Non,100                            Wh,,,Apple M4 Pro GPU 20 coeurs,,,,"3 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 5/USB-C, SDXC, 1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle",Argent,0.42                            W/kg,0.42                            W/kg,,,SSD 512 Go,,,"Apple MacBook Pro M4 Pro 16"" Argent 24 Go/512 Go (MX2T3FN/A)",Oui,,,16.8                            mm,,,,16/10,,,,,5 ans vendeur,Voir les modalités,,7.1,,,,355.7                            mm,,Oui,SDXC,Français,,"Apple

                      Apple",,Aluminium,,MacBook Pro M4,,,,,,,,,,AZERTY,,Wi-Fi 6E,,Non,,,2.14                            kg,Apple M4 Pro (14-Core/GPU20-Core),248.1                            mm,3456 x 2234 pixels,,Apple macOS Sequoia,Oui,,15/16 pouces,24                            Go,,,,Bluetooth 5.3,,,,,Intégrés,,Puce Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs / Neural Engine 16 coeurs),,,,Oui,https://media.ldlc.com/r1600/ld/products/00/06/18/47/LD0006184743.jpg,2899€00,https://www.ldlc.com/fiche/PB00651936.html,"Apple MacBook Pro M4 Pro 16"" Argent 24 Go/512 Go (MX2T3FN/A)",MacBook Pro,2024.0,512                            Go,Non,Aucun,Oui,Oui,Oui,140                            W,1,0,1,0,1,0,M4 Pro (14-Core),2269,23435,M4 Pro GPU (20-core),70029.0,1,2899.0,8.083822007588823,12.078302863056226
589,589,24                            Heure(s),Non,100                            Wh,,,Apple M4 Pro GPU 20 coeurs,,,,"1 X                                                                                                                                                                                                 
                                                                                    HDMI Femelle, SDXC, 3 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 5/USB-C",Noir,0.42                            W/kg,0.42                            W/kg,,,SSD 512 Go,,,"Apple MacBook Pro M4 Pro 16"" Noir sidéral 24 Go/512 Go (MX2X3FN/A)",Oui,,,16.8                            mm,,,,16/10,,,,,5 ans vendeur,Voir les modalités,,7.1,,,,355.7                            mm,,Oui,SDXC,Français,,"Apple

                      Apple",,Aluminium,,MacBook Pro M4,,,,,,,,,,AZERTY,,Wi-Fi 6E,,Non,,,2.14                            kg,Apple M4 Pro (14-Core/GPU20-Core),248.1                            mm,3456 x 2234 pixels,,Apple macOS Sequoia,Oui,,15/16 pouces,24                            Go,,,,Bluetooth 5.3,,,,,Intégrés,,Puce Apple M4 Pro (CPU 14 coeurs / GPU 20 coeurs / Neural Engine 16 coeurs),,,,Oui,https://media.ldlc.com/r1600/ld/products/00/06/18/47/LD0006184753.jpg,2899€00,https://www.ldlc.com/fiche/PB00651938.html,"Apple MacBook Pro M4 Pro 16"" Noir sidéral 24 Go/512 Go (MX2X3FN/A)",MacBook Pro,2024.0,512                            Go,Non,Aucun,Oui,Oui,Oui,140                            W,1,0,1,0,1,0,M4 Pro (14-Core),2269,23435,M4 Pro GPU (20-core),70029.0,1,2899.0,8.083822007588823,12.078302863056226
