name,url_pc,Désignation,Marque,Modèle,Système d'exploitation,Famille OS,Langue de l'OS,Système d'exploitation fourni,Marque processeur,Processeur,Type de processeur,Fréquence CPU,Nombre de core,Taille de la mémoire,Nombre de barrettes,Nombre de slots mémoire disponibles,Type de mémoire,Fréquence(s) Mémoire,Taille de mémoire Max,GPU series,Chipset graphique,Max-Q (Design GPU),NVIDIA Studio,Ecran tactile,Type de Dalle,Type d'écran,Taille de l'écran,Résolution Max,Format de l'écran,Ecran large,Dalle mate/antireflets,Dalle brillante,NVIDIA G-SYNC,VR Ready (réalité virtuelle),Taux de rafraîchissement,Luminosité,Configuration disque(s),Disque fourni,Disque secondaire,Type de Disque,Interface du disque dur,Nombre de disques,Nombre de disques max,Lecteur Optique,Lecteur de cartes,Norme(s) réseau,Norme(s) réseau sans-fil,Technologie Intel vPro,Sans-fil,Webcam,Type de H.P,Type d'activités,Intel Evo,Norme du clavier,Localisation,Clavier rétroéclairé,Clavier RGB,Pavé numérique,Lecteur biométrique,Office fourni,Connecteur(s) disponible(s),Matériau,Couleur,Profondeur,Largeur,Epaisseur,Poids,Gamme,Ultrabook,Hybride / Convertible,DAS tronc,DAS membres,Indice réparabilité (sur 10),Définition de l'indice,Autonomie,Capacité de la batterie,Nombre de cellules,Batterie amovible,Charge de la batterie par USB-C,Garantie commerciale,Garantie légale,Disponibilité des pièces détachées,Personne responsable,Adresse postale,Adresse électronique,Documentation,img_url,price,Technologie Bluetooth,Performances NPU (en milliard d'opérations par seconde),Emplacement(s) libre(s) pour disque dur,AI Ready,Epaisseur Avant,Epaisseur Arrière,Taille mémoire vidéo,Type mémoire vidéo,NPU (Neural Processing Unit),TGP (Total Graphics Power),Accessoires Supplémentaires,Chipset
Lenovo ThinkPad T16 Gen 3 (21MN008EFR),https://www.ldlc.com/fiche/PB00642175.html,Lenovo ThinkPad T16 Gen 3 (21MN008EFR),"Lenovo

                      Lenovo",21MN008EFR,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 5,Intel Core Ultra 5 125U (2 Performance-Cores 1.3 GHz / 4.3 GHz Turbo + 8 Efficient-Cores 0.8 GHz / 3.6 GHz Turbo + 2 Core à faible consommation - 14 Threads - Cache 12 Mo),4.3                            GHz,12,16                            Go,1,1,DDR5,DDR5 5600 MHz,64                            Go,Intel Graphics,Intel Graphics,Non,Non,Non,Dalle IPS,LED,16                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,300                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1,1,Aucun,Aucun,100/1000 Mbps,Wi-Fi 6E,Non,Oui,Oui,Intégrés,Professionnel,Non,AZERTY,Français,Oui,Non,Oui,Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    RJ45 Femelle",,Noir,250.8                            mm,359.7                            mm,19.64                            mm,1.66                            kg,Lenovo ThinkPad,Non,Non,1.569                            W/kg,1.569                            W/kg,8.6,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,52.5                            mAh,,Non,Oui,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,Lenovo PC HK Limited,Lenovo (Slovakia) Landererova 12 811 09 Bratislava Slovakia,Voir la page,,https://media.ldlc.com/r1600/ld/products/00/06/16/61/LD0006166128.jpg, 649€95,Bluetooth 5.3,,,Oui,,,,,Intel AI Boost,,,
Lenovo ThinkPad X1 2-en-1 Gen 9 (21KE002BFR),https://www.ldlc.com/fiche/PB00630268.html,Lenovo ThinkPad X1 2-en-1 Gen 9 (21KE002BFR),"Lenovo

                      Lenovo",21KE002BFR,Windows 11 Professionnel,Windows 11,Français,Oui,Intel,Intel Core Ultra 7,Intel Core Ultra 7 155U (2 Performance-Cores 1.7 GHz / 4.8 GHz Turbo + 8 Efficient-Cores 1.2 GHz / 3.8 GHz Turbo + 2 Cores à faible consommation d'énergie - 14 Threads - Cache 12 Mo),4.8                            GHz,12,32                            Go,1,0,DDR5,DDR5 6400 MHz,32                            Go,Intel UHD,Intel Graphics,Non,Non,Oui,Dalle IPS,LED,14                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,400                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1,1,Aucun,Aucun,,Wi-Fi 6E,Non,Oui,Oui,Intégrés,"Multimédia, Bureautique",Oui,AZERTY,Français,Oui,Non,Non,Oui,Non,"2 X                                                                                                                                                                                                 
                                                                                    USB 4 Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Gris,217.65                            mm,312.8                            mm,15.49                            mm,1.35                            kg,Lenovo ThinkPad,Oui,Oui,1.595                            W/kg,1.595                            W/kg,6.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,57                            Wh,,Non,Oui,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,Lenovo PC HK Limited,Lenovo (Slovakia) Landererova 12 811 09 Bratislava Slovakia,Voir la page,,https://media.ldlc.com/r1600/ld/products/00/06/14/87/LD0006148708_0006158560.jpg, 649€95,Bluetooth 5.3,,,Oui,,,,,Intel AI Boost,,,
Lenovo ThinkPad X1 2-en-1 Gen 9 (21KE0061FR),https://www.ldlc.com/fiche/PB00630756.html,Lenovo ThinkPad X1 2-en-1 Gen 9 (21KE0061FR),"Lenovo

                      Lenovo",21KE0061FR,Windows 11 Professionnel,Windows 11,Français,Oui,Intel,Intel Core Ultra 7,Intel Core Ultra 7 155U (2 Performance-Cores 1.7 GHz / 4.8 GHz Turbo + 8 Efficient-Cores 1.2 GHz / 3.8 GHz Turbo + 2 Cores à faible consommation d'énergie - 14 Threads - Cache 12 Mo),4.8                            GHz,12,16                            Go,1,0,DDR5,DDR5 6400 MHz,32                            Go,Intel UHD,Intel Graphics,Non,Non,Oui,Dalle IPS,LED,14                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,400                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1,1,Aucun,Aucun,,"Wi-Fi 6E, 4G (LTE)",Non,Oui,Oui,Intégrés,"Multimédia, Bureautique",Oui,AZERTY,Français,Oui,Non,Non,Oui,Non,"2 X                                                                                                                                                                                                 
                                                                                    USB 4 Type C, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Gris,217.65                            mm,312.8                            mm,15.49                            mm,1.35                            kg,Lenovo ThinkPad,Oui,Oui,1.595                            W/kg,1.595                            W/kg,6.8,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,57                            Wh,,Non,Oui,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,,,,,https://media.ldlc.com/r1600/ld/products/00/06/14/87/LD0006148708_0006158560_0006159574.jpg, 649€95,Bluetooth 5.3,,,Oui,,,,,Intel AI Boost,,Stylet,
Lenovo ThinkPad X1 Carbon Gen 12 (21KC005BFR),https://www.ldlc.com/fiche/PB00613035.html,Lenovo ThinkPad X1 Carbon Gen 12 (21KC005BFR),"Lenovo

                      Lenovo",21KC005BFR,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 5,Intel Core Ultra 5 125U (2 Performance-Cores 1.3 GHz / 4.3 GHz Turbo + 8 Efficient-Cores 0.8 GHz / 3.6 GHz Turbo + 2 Core à faible consommation - 14 Threads - Cache 12 Mo),1.3                            GHz,12,16                            Go,1,0,DDR5,DDR5 6400 MHz,16                            Go,Intel UHD,Intel Graphics,Non,Non,Non,Dalle IPS,LED,14                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,400                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1,1,Aucun,Aucun,,"4G (LTE), Wi-Fi 6E",Non,Oui,Oui,Intégrés,Professionnel,Oui,AZERTY,Français,Oui,Non,Non,Oui,Non,"2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle","Aluminium, Fibre de carbone",Noir,214.75                            mm,312.8                            mm,14.96                            mm,1.08                            kg,Lenovo ThinkPad,Non,Non,0.49                            W/kg,0.49                            W/kg,8.6,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,57                            Wh,,Non,Oui,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,Lenovo PC HK Limited,Lenovo (Slovakia) Landererova 12 811 09 Bratislava Slovakia,Voir la page,,https://media.ldlc.com/r1600/ld/products/00/06/13/31/LD0006133105.jpg, 649€95,Bluetooth 5.3,,Aucun,Oui,,,,,Intel AI Boost,,,
Lenovo ThinkPad X1 Carbon Gen 12 (21KC005GFR),https://www.ldlc.com/fiche/PB00613036.html,Lenovo ThinkPad X1 Carbon Gen 12 (21KC005GFR),"Lenovo

                      Lenovo",21KC005GFR,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 7,Intel Core Ultra 7 155U (2 Performance-Cores 1.7 GHz / 4.8 GHz Turbo + 8 Efficient-Cores 1.2 GHz / 3.8 GHz Turbo + 2 Cores à faible consommation d'énergie - 14 Threads - Cache 12 Mo),1.7                            GHz,12,16                            Go,1,0,DDR5,DDR5 6400 MHz,16                            Go,Intel UHD,Intel Graphics,Non,Non,Non,Dalle IPS,LED,14                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,400                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1,1,Aucun,Aucun,,"4G (LTE), Wi-Fi 6E",Non,Oui,Oui,Intégrés,Professionnel,Oui,AZERTY,Français,Oui,Non,Non,Oui,Non,"2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle","Aluminium, Fibre de carbone",Noir,214.75                            mm,312.8                            mm,14.96                            mm,1.08                            kg,Lenovo ThinkPad,Non,Non,0.49                            W/kg,0.49                            W/kg,8.5,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,57                            Wh,,Non,Oui,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,Lenovo PC HK Limited,Lenovo (Slovakia) Landererova 12 811 09 Bratislava Slovakia,Voir la page,,https://media.ldlc.com/r1600/ld/products/00/06/13/31/LD0006133105_0006133153.jpg, 649€95,Bluetooth 5.3,,Aucun,Oui,,,,,Intel AI Boost,,,
Lenovo ThinkPad X1 Carbon Gen 12 (21KC006GFR),https://www.ldlc.com/fiche/PB00613038.html,Lenovo ThinkPad X1 Carbon Gen 12 (21KC006GFR),"Lenovo

                      Lenovo",21KC006GFR,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 7,Intel Core Ultra 7 155U (2 Performance-Cores 1.7 GHz / 4.8 GHz Turbo + 8 Efficient-Cores 1.2 GHz / 3.8 GHz Turbo + 2 Cores à faible consommation d'énergie - 14 Threads - Cache 12 Mo),1.7                            GHz,12,32                            Go,1,0,DDR5,DDR5 6400 MHz,32                            Go,Intel UHD,Intel Graphics,Non,Non,Non,Dalle OLED,OLED,14                            pouces,2880 x 1800 pixels,16/10,Oui,Oui,Non,Non,Non,120 Hz,400                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E 4.0 4x,1,1,Aucun,Aucun,,Wi-Fi 6E,Non,Oui,Oui,Intégrés,Professionnel,Oui,AZERTY,Français,Oui,Non,Non,Oui,Non,"2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle","Aluminium, Fibre de carbone",Noir,214.75                            mm,312.8                            mm,14.96                            mm,1.08                            kg,Lenovo ThinkPad,Non,Non,0.49                            W/kg,0.49                            W/kg,8.5,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,57                            Wh,,Non,Oui,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,Lenovo PC HK Limited,Lenovo (Slovakia) Landererova 12 811 09 Bratislava Slovakia,Voir la page,,https://media.ldlc.com/r1600/ld/products/00/06/13/31/LD0006133105_0006133161.jpg, 649€95,Bluetooth 5.3,,Aucun,Oui,,,,,Intel AI Boost,,,
Lenovo ThinkPad X1 Carbon Gen 13 (21NS000YFR),https://www.ldlc.com/fiche/PB00662763.html,Lenovo ThinkPad X1 Carbon Gen 13 (21NS000YFR),"Lenovo

                      Lenovo",21NS000YFR,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 7,Intel Core Ultra 7 258V (4 Performance-Cores 2.2 GHz / 4.8 GHz Turbo + 4 Cores à faible consommation d'énergie 2.2 GHz / 3.7 GHz Turbo - 8 Threads - Cache 12 Mo),4.8                            GHz,12,32                            Go,1,0,DDR5,,32                            Go,Intel Arc,Intel Arc Graphics 140V,Non,Non,Non,Dalle OLED,OLED,14                            pouces,2880 x 1800 pixels,16/10,Oui,Oui,Non,Non,Non,120 Hz,400                            nit(s),SSD 1 To,SSD 1 To,Sans disque secondaire,SSD (Solid State Drive),"1 X                                                                                                                                                                                                 
                                                                                    M.2 - PCI-E 5.0 4x",1,1,Aucun,Aucun,,Wi-Fi 7,Non,Oui,Oui,Intégrés,Professionnel,Oui,AZERTY,Français,Oui,Non,Non,Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo","Magnésium, Fibre de carbone",Noir,214.75                            mm,312.8                            mm,,996                            g,Lenovo ThinkPad,Non,Non,0.55                            W/kg,0.55                            W/kg,,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,57                            Wh,,Non,Oui,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,Lenovo PC HK Limited,Lenovo (Slovakia) Landererova 12 811 09 Bratislava Slovakia,Voir la page,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/20/53/LD0006205327.jpg, 649€95,Bluetooth 5.3,40                            TOPS,Aucun,Oui,8.08                            mm,14.37                            mm,,,Intel AI Boost,,,
Lenovo ThinkPad X12 Detachable Gen 2 (21LK001KFR),https://www.ldlc.com/fiche/PB00668603.html,Lenovo ThinkPad X12 Detachable Gen 2 (21LK001KFR),"Lenovo

                      Lenovo",21LK001KFR,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 7,Intel Core Ultra 7 164U (2 Performance-Cores 1.1 GHz / 4.8 GHz Turbo + 8 Efficient-Cores 0.7 GHz / 3.8 GHz Turbo + 2 Core à faible consommation - 14 Threads - Cache 12 Mo),4.8                            GHz,12,16                            Go,1,0,DDR5,DDR5 6400 MHz,16                            Go,Intel Graphics,Intel Graphics,Non,Non,Oui,Dalle IPS,LED tactile,12.3                            pouces,1920 x 1280 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,400                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,1,Aucun,,4G (LTE),Wi-Fi 6E,Non,Oui,Oui,Intégrés,Professionnel,Oui,AZERTY,Français,Oui,Non,Non,Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo, 1 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 1 X                                                                                                                                                                                                 
                                                                                    DisplayPort USB Type C",,Noir,217.8                            mm,283.3                            mm,14.5                            mm,1.1                            kg,Lenovo ThinkPad,Non,Oui,1.503                            W/kg,1.455                            W/kg,7.9,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10.",,42                            Wh,,Non,Oui,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,Lenovo PC HK Limited,Lenovo (Slovakia) Landererova 12 811 09 Bratislava Slovakia,Voir la page,Consulter la documentation,https://media.ldlc.com/r1600/ld/products/00/06/20/51/LD0006205179_0006215349.jpg, 649€95,Bluetooth 5.3,11                            TOPS,Aucun,Oui,,,,,Intel AI Boost,,Stylet,
Lenovo ThinkPad X13 2-en-1 Gen 5 (21LW001HFR),https://www.ldlc.com/fiche/PB00621657.html,Lenovo ThinkPad X13 2-en-1 Gen 5 (21LW001HFR),"Lenovo

                      Lenovo",21LW001HFR,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 7,Intel Core Ultra 7 155U (2 Performance-Cores 1.7 GHz / 4.8 GHz Turbo + 8 Efficient-Cores 1.2 GHz / 3.8 GHz Turbo + 2 Cores à faible consommation d'énergie - 14 Threads - Cache 12 Mo),1.7                            GHz,12,16                            Go,1,0,DDR5,DDR5 6400 MHz,16                            Go,Intel UHD,Intel Graphics,Non,Non,Oui,Dalle IPS,LED tactile,13.3                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,300                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,1,Aucun,,,Wi-Fi 6E,Non,Oui,Oui,Intégrés,Professionnel,Oui,AZERTY,Français,Oui,Non,Non,Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Noir,214.6                            mm,301.7                            mm,16.4                            mm,1.25                            kg,Lenovo ThinkPad,Non,Oui,1.573                            W/kg,1.573                            W/kg,8.4,,,54.7                            Wh,,Non,Oui,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,Lenovo PC HK Limited,Lenovo (Slovakia) Landererova 12 811 09 Bratislava Slovakia,Voir la page,,https://media.ldlc.com/r1600/ld/products/00/06/05/14/LD0006051478_0006090474_0006142660_0006142719.jpg, 649€95,Bluetooth 5.3,,,Oui,,,,,Intel AI Boost,,Stylet,
Lenovo ThinkPad X13 2-en-1 Gen 5 (21LW001JFR),https://www.ldlc.com/fiche/PB00621655.html,Lenovo ThinkPad X13 2-en-1 Gen 5 (21LW001JFR),"Lenovo

                      Lenovo",21LW001JFR,Windows 11 Professionnel,Microsoft Windows 11,Français,Oui,Intel,Intel Core Ultra 5,Intel Core Ultra 5 125U (2 Performance-Cores 1.3 GHz / 4.3 GHz Turbo + 8 Efficient-Cores 0.8 GHz / 3.6 GHz Turbo + 2 Core à faible consommation - 14 Threads - Cache 12 Mo),1.3                            GHz,12,16                            Go,1,0,DDR5,DDR5 6400 MHz,16                            Go,Intel UHD,Intel Graphics,Non,Non,Oui,Dalle IPS,LED tactile,13.3                            pouces,1920 x 1200 pixels,16/10,Oui,Oui,Non,Non,Non,60 Hz,300                            nit(s),SSD 512 Go,SSD 512 Go,Sans disque secondaire,SSD (Solid State Drive),M.2 - PCI-E NVMe,1,1,Aucun,,,Wi-Fi 6E,Non,Oui,Oui,Intégrés,Professionnel,Oui,AZERTY,Français,Oui,Non,Non,Oui,Non,"1 X                                                                                                                                                                                                 
                                                                                    HDMI 2.1 Femelle, 2 X                                                                                                                                                                                                 
                                                                                    Thunderbolt 4/USB-C, 2 X                                                                                                                                                                                                 
                                                                                    USB 3.0, 1 X                                                                                                                                                                                                 
                                                                                    Jack 3,5mm Femelle Stéréo",,Noir,214.6                            mm,301.7                            mm,16.4                            mm,1.25                            kg,Lenovo ThinkPad,Non,Oui,1.573                            W/kg,1.573                            W/kg,8.4,,,54.7                            Wh,,Non,Oui,"3 ans constructeur
    
     
        5 ans vendeur",Voir les modalités,,Lenovo PC HK Limited,Lenovo (Slovakia) Landererova 12 811 09 Bratislava Slovakia,Voir la page,,https://media.ldlc.com/r1600/ld/products/00/06/05/14/LD0006051478_0006090474_0006142660.jpg, 649€95,Bluetooth 5.3,,,Oui,,,,,Intel AI Boost,,Stylet,
